title,link,link_type,published,summary
The 2023 Elections Were Good For Democrats,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6769226117.mp3?updated=1699423857,audio/mpeg,"Wed, 08 Nov 2023 06:06:12 -0000","In this late-night edition of the 538 Politics podcast, the crew unpacks the results from election night 2023. Democratic Gov. Andy Beshear won reelection in Kentucky and Ohioans voted to enshrine abortion protections in the state constitution. The night was a decent performance for Democrats, despite a spate of recent polling suggesting Americans are pessimistic about Joe Biden's presidency.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Will Kentucky And Mississippi Elect Democrats?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4921955066.mp3?updated=1699313662,audio/mpeg,"Mon, 06 Nov 2023 23:29:32 -0000","In this installment of the 538 Politics podcast, the crew previews Election Day 2023, focusing on competitive statewide elections in two very Republican-leaning states — Kentucky and Mississippi. They also consider the value of a recent poll that asked whether we live in a ""big, beautiful world, mostly full of good people"" or if ""our lives are threatened by terrorists, criminals, and illegal immigrants.”
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Adam Kinzinger muses: ‘I would love to run against Ted Cruz',https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8241053937.mp3?updated=1698942834,audio/mpeg,"Thu, 02 Nov 2023 16:31:00 -0000","The former congressman and recent Texas transplant joins the podcast to discuss his new book, “Renegade: Defending Democracy and Liberty In Our Divided Country.” He reflects on the current state of the Republican Party, how things could change, and why he's not done with politics just yet.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
"Pence Is Out, Phillips Is In",https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6088436828.mp3?updated=1698708298,audio/mpeg,"Mon, 30 Oct 2023 23:20:18 -0000","The pool of candidates running for president grew by one and shrank by one in the past week. President Biden got a little-known Democratic challenger in Dean Phillips, a congressman from Minnesota. And former Vice President Mike Pence suspended his campaign for president after struggling to get above the mid-single digits during his 5-month-long bid.
In this installment of the podcast, the crew discusses those latest developments in the presidential race. They also look at what we know about new House Speaker Mike Johnson and what challenges lie ahead for him. And they preview Election Day 2023.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Our First-Ever House Speaker Draft,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3108447034.mp3?updated=1698098584,audio/mpeg,"Mon, 23 Oct 2023 21:58:59 -0000","The House of Representatives has officially been without a permanent speaker for 20 days. After Rep. Steve Scalise and Rep. Jim Jordan failed to get enough support, nine new Republican candidates have stepped forward to run for the speakership. In this installment of the podcast, the crew drafts teams of who they think is most likely to fill the position.
Then, Eurasia Group president Ian Bremmer joins Galen Druke to talk about why it has been so hard to get good, clear information about the war between Israel and Hamas. Last week, false reports that Israel had struck a hospital in Gaza City and killed hundreds spread online and across the mainstream media, leading to a breakdown in negotiations between President Biden and Arab leaders.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How Americans Feel About The War In Israel,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP2915572242.mp3?updated=1697474517,audio/mpeg,"Mon, 16 Oct 2023 16:37:10 -0000","In this installment of the podcast, the crew looks at the latest polling on how Americans are reacting to the Hamas attacks in Israel and ongoing war in Gaza. They also check in on the speaker’s race in Washington and look at a polling experiment conducted by a conservative PAC hoping to prevent former President Donald Trump from winning the 2024 Republican presidential nomination.
Check out the new podcast ""Reclaimed: The Forgotten League"" on Apple Podcasts (https://tinyurl.com/27krwnxr), Spotify (https://tinyurl.com/mvejpt2t), Amazon Music (https://tinyurl.com/mrxxfkmu), or wherever you're listening now.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
War And A Speakerless House,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6367591491.mp3?updated=1696892477,audio/mpeg,"Mon, 09 Oct 2023 22:56:29 -0000","The Hamas attacks on Israel dominated American politics over the weekend, with candidates and politicians sharing their reactions to the violence and now ongoing war. In this installment of the podcast, the crew talks about how the conflict is shaping politics in Washington and on the campaign trail.
They also discuss some recent notable developments in domestic politics: Last week, President Biden appeared to reluctantly pivot on his administration's approach to border security in south Texas, by clearing the way to build 20 miles of wall. On Monday, Robert F. Kennedy Jr. announced that he is launching an independent bid for the presidency in 2024. And lastly, the crew takes a look at 538's newly published Republican primary polling averages in the early states.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How Washington Avoided A Shutdown,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3115358966.mp3?updated=1696287320,audio/mpeg,"Mon, 02 Oct 2023 22:52:35 -0000","The government did not shut down over the weekend, contrary to the expectations of many. In this installment of the podcast, the crew discusses the congressional machinations that led to a 45-day extension of current funding and why it could create problems for House Speaker Kevin McCarthy.
They also consider whether California's senator-designate, Laphonza Butler, will run for election in 2024. Then they look at the data behind a viral TikTok trend suggesting that men think about the Roman Empire significantly more than women and give tips for thinking about outlier polls.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
It's Now Or Never For The GOP Candidates,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP5242960665.mp3?updated=1695888596,audio/mpeg,"Thu, 28 Sep 2023 08:05:20 -0000","The crew reacts to the second Republican presidential primary debate in this late night podcast.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Why Our Politics Are Stuck In 2016,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6750812277.mp3?updated=1695683913,audio/mpeg,"Mon, 25 Sep 2023 23:14:54 -0000","We are at an awkward moment in electoral politics. When it comes to the Republican primary, while there are plenty of alternatives to former President Donald Trump, none of them have gained serious traction. When it comes to Democrats, despite consternation about President Biden’s age and electability, he has no serious primary challengers.
More than a year out from the presidential election, it seems like the writing is on the wall, that electoral politics are frozen in place, and few people are happy about it. In this installment of the FiveThirtyEight Politics podcast, Galen Druke speaks with American politics professor Lynn Vavreck to help make sense of how we got here.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Workers Are Striking And Americans Are Into It,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP2991586963.mp3?updated=1695078288,audio/mpeg,"Mon, 18 Sep 2023 23:00:44 -0000","Welcome aboard the Acela, listeners. Today on the FiveThirtyEight Politics podcast, we are taking a break from the campaign trail and heading to Washington, D.C., where there’s quite a lot going on.
House Speaker Kevin McCarthy announced last week that Republicans are opening an impeachment inquiry into President Biden. There are also just 12 days until a possible government shutdown. And some Republicans are threatening McCarthy's speakership.
Politics reporter Leah Askarinam and POLITICO Playbook co-author and ABC News contributor Rachael Bade join Galen Druke to discuss. They also play a round of ""Quiz of the Union,"" where they try to put this year's higher-than-usual number of strikes in the context of public opinion.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Why Biden Is Losing Support Among Voters Of Color,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP9294572553.mp3?updated=1694470758,audio/mpeg,"Mon, 11 Sep 2023 22:14:36 -0000","Among the most politically tuned-in, last week saw the kind of hand-wringing and accusations of bias surrounding the polls that you’d usually expect from the final two months of a campaign, not the final year and two months of a campaign.
The focus was largely on general election polls: Whether a Wall Street Journal poll showing former President Donald Trump and President Biden tied is to be trusted. What to make of a CNN poll showing Nikki Haley as the only Republican candidate with a lead over Biden that falls outside the margin of error. How to understand data from the New York Times suggesting that Biden is losing support among voters of color.
In this installment of the podcast, Galen speaks with Carlos Odio of Equis Research and Terrance Woodbury of HIT Strategies to parse through which recent data is actually worth paying attention to and which is sound and fury.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Is Donald Trump The Inevitable GOP Nominee?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP7041048978.mp3?updated=1694039788,audio/mpeg,"Wed, 06 Sep 2023 22:33:06 -0000","Now that we are on the other side of Labor Day and summer is subsiding, this is — as tradition goes — when focus on political campaigns really begins to heat up. The off-year elections this November will get some attention, but the main attraction is still the 2024 Republican presidential primary.
In this installment of the podcast, we ask a question we will undoubtedly return to in the four months until the Iowa caucuses: Is Donald Trump’s nomination inevitable? And if not inevitable, how can we place the likelihood he wins the GOP primary in historical context?
We also have partial results from two special primary elections and we debate “good or bad use of polling” for a classic and controversial topic: internal polls.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Good Or Bad Use Of Polling: Extended Cut,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP9837135310.mp3?updated=1693262301,audio/mpeg,"Mon, 28 Aug 2023 22:34:14 -0000","This is a special end-of-meteorological-summer installment of the FiveThirtyEight Politics podcast. Galen Druke speaks with pollsters Kristen Soltis Anderson and David Byler in an episode made entirely of ""good or bad use of polling"" examples.
They consider why GOP primary candidate Vivek Ramaswamy polls differently depending on survey methodology, what we can learn from post-debate polling, whether Nikki Haley used polling well in her debate performance and more.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Lessons From A Trump-Less Debate,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6029583557.mp3?updated=1692884353,audio/mpeg,"Thu, 24 Aug 2023 13:35:31 -0000","The crew discusses their takeaways from the first Republican presidential primary debate in this late-night edition of the podcast.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
What The GOP Primary Looks Like In The Early States,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP2683716751.mp3?updated=1692653673,audio/mpeg,"Mon, 21 Aug 2023 21:30:02 -0000","Game time for the Republican presidential primary begins in earnest this week. The first debate is being held in Milwaukee on Wednesday, and it marks the beginning of a five-month countdown to the Iowa caucuses, during which there will be monthly debates, nonstop campaigning and a likely winnowing of the field.
While this may be when the nation begins to tune in, folks in the early states have been tuning in -- either by choice or because of multimillion-dollar ad spending -- for months. And so, in preparation for the months ahead, in this installment of the podcast, we take in the view from the early states.
To do that, Galen speaks with Katie Akin, politics reporter at the Des Moines Register; Josh Rogers, senior political reporter at New Hampshire Public Radio; and Joseph Bustos, politics reporter at The State in Columbia, South Carolina. They also play the second-ever installment of “Guess Which Candidate Said This!""
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Three Georgia Law Professors Weigh In On Trump's Indictment,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3031785165.mp3?updated=1692133559,audio/mpeg,"Tue, 15 Aug 2023 21:01:00 -0000","Former President Donald Trump has been indicted for a fourth time, now in Fulton County, Georgia, for efforts to overturn the results of the 2020 presidential election in that state. While the alleged crimes in this case are similar in some ways to his previous federal indictments in special counsel Jack Smith’s investigation, there are important differences.
First, these are state crimes, based in part on Georgia’s racketeering laws, which have historically been applied much more broadly than federal racketeering laws.
Second, and relatedly, the core of this case involves an alleged criminal enterprise, which has led to the indictments of 18 other people also involved — in various ways — in trying to overturn the results of the 2020 election.
Third, these being state crimes, the president has no power to pardon or commute a sentence in this case — important when thinking about the possibility of a second term for Trump. And unlike the former president’s prior indictments in New York, Florida and Washington, D.C., Georgia allows its court proceedings to be televised. That could be a significant factor in how the public might process the indictment.
In this installment of the FiveThirtyEight Politics podcast, Galen Druke speaks with a group of Georgia legal experts about what to expect from this case and what makes it distinct from Trump's other legal woes.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Who Is The Likeliest GOP VP Candidate?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3168174619.mp3?updated=1692040931,audio/mpeg,"Mon, 14 Aug 2023 19:18:35 -0000","Abortion rights advocates notched another win in a red state. Last Tuesday, Ohioans voted by a 14-point margin not to raise the threshold to amend the constitution to a 60 percent supermajority. Instead, such amendments will continue to require a simple majority, making it likelier that Ohioans will pass an amendment to codify abortion rights in the state constitution this November.
Most of the post-election analysis concluded that abortion is a major driver of turnout in elections now, and it’s hard to deny in otherwise low-turnout environments, but should we apply these lessons to high-turnout environments -- like the 2024 presidential election -- as well? The crew discusses in this installment of the FiveThirtyEight Politics podcast. They also do a 2024 GOP vice presidential draft, in a world where former President Donald Trump wins the presidential primary.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Ohio Voters Weigh In On Abortion (Indirectly),https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6745344438.mp3?updated=1691441956,audio/mpeg,"Mon, 07 Aug 2023 20:57:26 -0000","Tuesday is Election Day in Ohio and it’s a bit of an unusual one. Ohioans are voting on whether to increase the threshold to pass constitutional amendments from a simple majority to a 60 percent supermajority. In this installment of the podcast, Galen Druke speaks with senior elections analyst Nathaniel Rakich about where the race stands and the broader trend of similar ballot measures.
Galen also digs into the New York Times’s first polls of the 2024 primary and general elections with Ruth Igielnik, the Times's editor of news surveys. Their surveys with Siena College during the 2022 midterms earned them the distinction of the best pollster in the country, according to FiveThirtyEight's ratings. At this point, their early data suggests that former President Donald Trump is far outpacing his rivals in the Republican primary and is tied with President Biden in general election polling. So, what should we make of that?
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Emergency Podcast: Trump Charged In Jan. 6 Investigation,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1089396705.mp3?updated=1690999992,audio/mpeg,"Wed, 02 Aug 2023 18:03:00 -0000","Did former President Donald Trump conspire to defraud the United States, conspire to obstruct an official proceeding, actually obstruct that preceding and conspire to willfully deprive American citizens of their right to vote?
Those will now be questions for a federal jury after a grand jury indicted the former president on four felony charges on Tuesday.
In this emergency installment of the podcast, the crew discusses what was in the Department of Justice's 45 page charging document, what comes next and how Americans are thinking about it.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
July Was Hot As Hell. Do Voters Care?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8130349057.mp3?updated=1690845442,audio/mpeg,"Mon, 31 Jul 2023 23:12:44 -0000","Calculations from the World Meteorological Organization suggest that July was the hottest month on record. Throughout the month, heat records were broken across the globe. Phoenix, Arizona, recorded 31 days in a row of temperatures over 110 degrees Fahrenheit and Sanbao, China, provisionally recorded the country’s all-time hottest temperature of 126 degrees.
In this installment of the podcast, Galen speaks with Anthony Leiserowitz, the director and founder of the Yale Program on Climate Change Communication, about public perceptions of climate change, how extreme weather shapes those views and whether it's shaping our politics.
Galen also speaks with Kaleigh Rogers and Nathaniel Rakich about some of the latest GOP primary polling and how changes to election law in both red and blue states will reshape how Americans vote in 2024.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Who'd Win A Trump-less GOP Primary?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP7876975371.mp3?updated=1690236568,audio/mpeg,"Mon, 24 Jul 2023 22:05:48 -0000","It is widely believed that former President Donald Trump will be indicted for a third time in the coming days or weeks, as he received a target letter from the Department of Justice last week. The potential federal charges involve the Jan. 6, 2021, attack on the U.S. Capitol and attempts to overturn the results of the 2020 election leading up to that day.
In this installment of the podcast, the crew discusses what Americans think about Jan. 6, Trump's role in it and whether he ought to be charged. They also draft a 2024 Republican primary lineup, under a hypothetical scenario in which Trump's legal woes catch up to him and the field is thrown open.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Why A Third-Party Candidate Poses A Threat To Biden,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8012192271.mp3?updated=1689630753,audio/mpeg,"Mon, 17 Jul 2023 21:48:09 -0000","Campaign finance figures from the second quarter of 2023 were released over the weekend. They offered a first glimpse at many of the presidential campaigns’ finances, since most candidates announced their bids during the second quarter. In this installment of the FiveThirtyEight Politics podcast, the crew breaks down which of the 2024 candidates has been able to haul in the big bucks and who looks like they might have cash problems.
Also, on Monday, the centrist group No Labels is hosting a town hall in New Hampshire featuring Sen. Joe Manchin and former Utah Gov. Jon Huntsman. The group has said that they plan to run a moderate ticket in 2024 featuring one Republican and one Democrat (although not necessarily the two featured in Monday’s town hall). Early polling suggests that such a ticket would pull more support from President Biden than former President Donald Trump in a potential rematch. But is that a good or bad use of polling, 16 months out?
Learn more about your ad choices. Visit megaphone.fm/adchoices"
What's So Special About 'Bidenomics'?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3250392740.mp3?updated=1689021572,audio/mpeg,"Mon, 10 Jul 2023 20:33:00 -0000","Love it or hate it, this is President Biden’s economy and he’s taking credit for it. In recent weeks, Biden has been rolling out his economic pitch to Americans. It started with a high-profile speech in Chicago where he branded his policies as “Bidenomics” and positioned them in opposition to trickle-down “Reaganomics.” Since then, Biden and his campaign surrogates have fanned out across the country to make their pitch.
This is coming at a time when Americans are quite pessimistic about the economy. In recent polls, less than a third of Americans say the economy is good. But still, economic data paints a relatively strong picture. The unemployment rate -- according to data out last Friday -- stands at 3.6 percent. That’s close to a 50-year low. And inflation, although it remains somewhat high, has fallen to 4 percent from a high of 9 percent last summer.
In this installment of the podcast, Galen speaks with Jeanna Smialek, who covers the Federal Reserve and economy for the New York Times, and Neil Irwin, chief economic correspondent for Axios. They discuss how much of Biden’s approach to economic policy is actually new, what it looks like on the ground and why Americans are so pessimistic.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How The Supreme Court Will Shape The 2024 Election,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP2102572522.mp3?updated=1688408774,audio/mpeg,"Mon, 03 Jul 2023 18:22:13 -0000","The Supreme Court wrapped up its business for the term last week, closing out a docket that touched on the Voting Rights Act, affirmative action in university admissions, student loan forgiveness, business services to LGBTQ people, religious liberty and the power of state legislatures.
It was another term with high-profile cases, coursing through the heart of some of America’s cultural debates. In this installment of the podcast, the crew discusses whether this year’s decision could ricochet through the political environment, as last year's decisions did. They also take stock of what more we've learned about a still quite new 6-3 conservative majority.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
What's With RFK Jr.'s Double-Digit Polling?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6833505471.mp3?updated=1687817501,audio/mpeg,"Mon, 26 Jun 2023 22:06:53 -0000","It's the final week of June and that means that we are anxiously awaiting the decisions in several high-profile Supreme Court cases. The remaining cases touch on issues including affirmative action, President Biden's student loan forgiveness program, business services to LGBTQ people and the power of state legislatures.
In this installment of the podcast, we take a look at what various public opinion polls have found on affirmative action and ask whether it's a good or bad use of polling. We also explore what to make of RFK Jr.’s relatively strong Democratic primary polling.
Plus, the Republican presidential primary field has grown again, with the addition of former Texas Rep. Will Hurd. He joins a crowded anti-Trump lane. So what’s up with all the anti-Trump candidates in a primary full of voters who like former President Donald Trump? And lastly, this weekend marked one year since the Supreme Court’s decision in Dobbs. We consider how that decision itself may have changed public opinion.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Are Millennials Getting More Conservative?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8402762246.mp3?updated=1687195350,audio/mpeg,"Mon, 19 Jun 2023 17:19:14 -0000","There’s been a lot thrown at Republican voters over the past few weeks. The field of primary candidates has doubled; the leading contender in the primary was federally indicted on 37 counts related to his handling of classified documents and alleged obstruction of justice; and a contest that had remained largely deferential to Trump has gotten more testy.
In this installment of the podcast, pollster Kristen Soltis-Anderson and Washington Post data columnist David Byler join Galen to look at how Republican primary voters are processing the news and what they want from a presidential nominee. They also ask the timeless question: What is up with the kids these days? Various analyses have come to conflicting conclusions about whether millennials and young voters in general are bucking a generations-long trend of growing more conservative with age. And they play a new game called “Which Candidate Said This?”
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How Trump's Classified Documents Case Could End,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP2037831191.mp3?updated=1686697340,audio/mpeg,"Tue, 13 Jun 2023 22:57:32 -0000","Former President Donald Trump was arraigned on Tuesday at a federal courthouse in Miami in relation to his alleged retention of classified documents and obstruction of justice. He pleaded not guilty, setting in motion a trial that could potentially run in tandem with his campaign for president. In this installment of the podcast, Galen Druke speaks with law professor and legal analyst Kate Shaw about how the case will proceed and what the possible outcomes are.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
"Emergency Podcast: Trump's Indictment, The Sequel",https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP6651642884.mp3?updated=1686335776,audio/mpeg,"Fri, 09 Jun 2023 18:31:58 -0000","Former President Donald Trump was indicted on federal charges on Thursday related to classified documents he took from the White House. In this installment of the podcast, the crew discusses the severity and possible political implications of the charges.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The GOP Field Gets Crowded,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP8779640151.mp3?updated=1686005451,audio/mpeg,"Mon, 05 Jun 2023 22:46:53 -0000","By the end of this week, the number of major candidates running for the Republican presidential nomination is expected to grow to nine. Former New Jersey Gov. Chris Christie, former Vice President Mike Pence and North Dakota Gov. Doug Burgum are all expected to jump into the race this week. In this installment of the podcast, the crew discusses how these candidates might shape the race.
Also, the Republican National Committee announced the date and criteria for the first primary debate last Friday. The polling criteria are pretty notable, as there may not be that many polls that actually qualify. So is that a good or bad use of polling? And over the weekend, President Biden signed into law a suspension of the debt ceiling through January 2025 along with some cuts to federal spending.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
There's A Debt Ceiling Agreement ... For Now,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1634575944.mp3?updated=1685483052,audio/mpeg,"Tue, 30 May 2023 21:40:00 -0000","In this installment of the podcast, the crew talks about what’s in the debt ceiling agreement, why polls on the debt ceiling have been straight-up contradictory and what could happen if the legislation isn’t passed by next Monday. They also discuss the significant increase in laws involving sexuality and gender in Republican-led states and what Americans think about them. And Galen speaks with senior writer Monica Potts about her new book, ""The Forgotten Girls.""
Learn more about your ad choices. Visit megaphone.fm/adchoices"
The Case For And Against Ron DeSantis,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP9255496317.mp3?updated=1685036511,audio/mpeg,"Thu, 25 May 2023 17:37:23 -0000","Florida Gov. Ron DeSantis has officially entered the Twitter space ... er, presidential race. He kicked off his campaign in a conversation on a glitchy Twitter Spaces with Elon Musk and tech entrepreneur David Sacks on Wednesday. In his opening remarks, he stressed his electability and the ability to implement a policy platform that may not look all that different from that of former President Donald Trump.
In this installment of the podcast, the crew discusses what DeSantis's presidential bid will look like. In FiveThirtyEight's national GOP primary polling averages, Trump currently leads at around 54 percent with DeSantis at around 20 percent, although these things can change quickly in a primary environment. In fact, they already have: Just a couple months ago, Trump’s lead over DeSantis was half of what it is today.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Can Tim Scott's Optimism Win Over The GOP?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP3656348850.mp3?updated=1684792132,audio/mpeg,"Mon, 22 May 2023 21:44:16 -0000","The FiveThirtyEight Politics podcast gets ready for a big week in politics. South Carolina Senator Tim Scott officially kicked off his presidential campaign in North Charleston Monday morning. We also expect the long-teased Ron DeSantis presidential campaign to become a reality this week. And, according to the Treasury Department we are just a week or so away from a possible default on the nation’s debt. National politics reporter at the AP Meg Kinnard and Data Columnist at the Washington Post join the crew to weigh in.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Is The Eurovision Song Contest Rigged?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP4918669452.mp3?updated=1684443419,audio/mpeg,"Thu, 18 May 2023 20:43:00 -0000","Since 1956, European countries have been gathering each year to compete in the Eurovision song contest -- a competition of largely pop and techno artists that can often feel like a parody of European tastes in music. There have long been accusations of bias in the voting process and last Saturday's competition -- which Sweden won -- was no exception. In this installment of the podcast, Galen speaks with statistics and health economics professor Gianluca Baio, who created a model to determine whether there really are biases advantaging or disadvantaging certain nations.
Galen also speaks with Courtney Kennedy, vice president of methods and innovation at the Pew Research Center, who recently published a study showing that the polling industry of today bears little semblance to the polling industry at the start of the century. The days of real human beings randomly dialing landline phones are gone, but what does that mean for the accuracy of public opinion research?
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Why So Many Americans Trust The Weather Channel,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1571916953.mp3?updated=1684185407,audio/mpeg,"Mon, 15 May 2023 21:12:41 -0000","On Tuesday, voters are heading to the polls in at least three competitive races: the Kentucky Republican gubernatorial primary, the Philadelphia Democratic mayoral primary and the Jacksonville mayoral election. In this installment of the podcast, Galen and Nathaniel preview the state of those three races. They also speak with YouGov's Linley Sanders about a new poll showing that Democrats broadly trust news outlets more than Republicans, including even some right-leaning news outlets. And they look at how the public is reacting to last week's scandals involving former President Donald Trump and New York Rep. George Santos.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How Immigration Shapes American Politics,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP7401165867.mp3?updated=1683821512,audio/mpeg,"Thu, 11 May 2023 16:07:23 -0000","Title 42 is expiring on Thursday night, a pandemic-era rule allowing the U.S. government to turn away asylum seekers at the border as a public health measure. This comes at a time when apprehensions at the border are already at record highs and Americans give President Biden some of his lowest ratings on his handling of immigration.
In this installment of the podcast, Galen speaks with Georgetown economics professor Anna Maria Mayda about what Americans think of immigration and why, its impacts on the U.S. and its politics, and how that compares with other countries.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
Does It Matter If King Charles Is Popular?,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1431271604.mp3?updated=1683579219,audio/mpeg,"Mon, 08 May 2023 20:49:20 -0000","King Charles III was crowned over the weekend, which led to a lot of polls comparing his popularity to that of other members of the royal family. Long story short, the numbers aren’t great, but in some ways that's beside the point. In this installment of the podcast, the crew asks if polling non-democratic institutions is a good use of polling.
They also look at a recent ABC News/Washington Post poll showing both former President Donald Trump and Florida Gov. Ron DeSantis leading Biden in a very early 2024 matchup. And they talk about the 2024 Senate races that are taking shape. Republican challengers to vulnerable Democratic incumbents are announcing their bids, and a number of them are repeat candidates from the 2022 midterms.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
How Climate Change Will Reshape Where Americans Live,https://www.podtrac.com/pts/redirect.mp3/pscrb.fm/rss/p/traffic.megaphone.fm/ESP1568624052.mp3?updated=1683229281,audio/mpeg,"Thu, 04 May 2023 19:36:00 -0000","For decades, Americans have been moving South and West. That migration pattern was visible in political terms when seven congressional districts moved between states after the 2020 census, and it continues to be visible in the booming construction and job markets in cities across the Sun Belt.
In this installment of the podcast, Galen speaks with author Jake Bittle, who argues that it’s only a matter of time before those trends reverse, or at least shift. However, as he writes in his new book, ""The Great Displacement,"" this time it won’t be cheap housing, low taxes and plentiful jobs that attract people to new places. It will be a harshening climate that pushes them away.
Learn more about your ad choices. Visit megaphone.fm/adchoices"
